cooldown_days,Total_Return,Max_Drawdown,Sharpe_Ratio
5,0.09502022677935185,-0.268963855571041,-0.007913962622003792
10,0.10337593671135292,-0.24050400722287868,0.005999312716057961
15,0.36734761420116424,-0.21069877530124392,0.40142350544224004
30,0.04874869998459208,-0.24433386018170658,-0.09519085783000694
60,0.3231729490070745,-0.15658058906009759,0.4082191919886197
120,0.17145729271785615,-0.1698100392595307,0.16370725508408637
