Date,"System 0-A
(纯规则 S4)","System 1
(纯ML)","System 4
(ML+ATR+BBL+TOCE)","System 5
(完整ARMS)","MA均线交叉
(5/20)",B&H
2020-08-13,1110806.9031404406,1111205.003867186,1049605.2452240621,927369.8285996687,1125936.7046496056,1288390.4908891562
2020-08-14,1134083.1121550212,1111350.6572702415,1057346.582431504,926663.3331282766,1136047.5121104629,1299865.262962187
2020-08-17,1137572.6322324954,1121970.312955959,1063170.9574579524,929303.1603688416,1152762.9391889244,1329188.7026689313
2020-08-18,1136131.985266717,1116702.8308157523,1067398.4227425554,924638.7003817227,1154617.2654912807,1332979.574503911
2020-08-19,1074733.3172731847,1092960.3773992236,1052967.9790827946,918819.5146483907,1126623.560074594,1312627.761817432
2020-08-20,1045612.0263152258,1083079.3364100817,1039561.2480761467,909823.8773887319,1129946.63110133,1300035.6942251297
2020-08-21,1063791.7233182555,1083230.6657124376,1050136.2469168892,911122.8382628678,1162835.6313829317,1310877.4392595252
2020-08-24,1094055.4626748906,1086630.631775822,1068877.5431035862,921015.7220730276,1176845.6207022558,1322074.8991066904
2020-08-25,1112048.4242568994,1069422.4442378834,1073322.450506198,923775.6194926767,1155596.5178270368,1317635.6685876972
2020-08-26,1109480.7428281181,1041250.1721968107,1070567.140169934,920483.6824417717,1141548.2098185949,1302344.9135838468
2020-08-27,1128769.7832457714,1051739.979380416,1084001.0627252455,930917.6928068808,1157896.9628877484,1315656.4832230546
2020-08-28,1162263.9171246917,1065667.0022361695,1094490.4419074638,937018.2612444253,1137953.0568523316,1331423.533682903
2020-08-31,1139966.6543100073,1061934.984824042,1091290.2849623994,928625.9913795479,1126808.684686618,1330182.4288098637
2020-09-01,1134595.5004202013,1054831.2598239488,1108620.506271052,928164.1320049681,1139329.8538828073,1337089.3139105327
2020-09-02,1144242.5589889232,1051543.1910796578,1111876.029186876,932636.958767571,1142184.3759764524,1340242.4297699851
2020-09-03,1154386.896085197,1052489.7906598218,1104982.8084215315,921587.8141621717,1132407.1166074832,1330508.7751261315
2020-09-04,1138298.2873356817,1052778.296634446,1099406.569790396,917805.9270228342,1117919.0884184206,1328199.37694484
2020-09-07,1090867.7501550692,1030038.7489801815,1084970.2097519469,900091.266461722,1157772.9111949475,1310537.0672271561
2020-09-08,1066756.3812784948,1039451.4231599694,1076592.2183836657,901433.3899483419,1167568.56137279,1320786.6315237402
2020-09-09,1035622.7957676208,1021418.1673959444,1062661.7846294534,891727.2963865227,1090265.7084785432,1290777.2161782775
2020-09-10,1037686.1105408722,1020391.2696195723,1074067.8921525609,895356.9445726197,1014660.9857280529,1261203.3890469128
2020-09-11,1058746.7210293554,1035376.2582547492,1094558.5478346662,912253.7098685286,1058838.9226852253,1279052.7835926746
2020-09-14,1026824.9049737428,1028532.4984561717,1108165.0226205243,912976.689556819,1135730.7968326046,1290792.4930715202
2020-09-15,1034732.6542015214,1040372.3256590876,1114701.7194802992,917596.3996366393,1123629.1472136308,1296330.4948810902
2020-09-16,1024035.3457804756,1037832.5985317294,1116131.2983248543,911281.9822519082,1099353.6712502236,1287741.9308191694
2020-09-17,1021096.5276461851,1024491.222694934,1119057.0620488576,903885.5547092177,1100574.0358561785,1283789.1542875255
2020-09-18,1020438.7020012095,1029211.703708582,1122548.7399151924,911078.4118316853,1076962.1773559933,1301624.514334426
2020-09-21,986662.5275834941,1041360.9417871403,1126309.6367117066,920336.2271692702,1043644.2457238098,1297342.3223286043
2020-09-22,971812.2182260039,1035178.3723193596,1124746.9701320592,915450.5413531109,1031279.1894832823,1281657.9611315916
2020-09-23,980877.4898487994,1043510.4850819365,1146454.1865432167,915815.8571268673,1043583.8831039561,1286141.9550783045
2020-09-24,937950.5648129665,1022609.5830434413,1120505.5846054386,903201.1368492049,987129.2714864889,1251973.7868393518
2020-09-25,956724.9451353649,1016139.7073604832,1120383.523127434,902673.4888297031,966930.8467343396,1248862.8002085688
2020-09-28,942206.6362659318,1003304.6877810393,1134699.0760981208,903344.9224846764,966223.8923190968,1239501.4775228908
2020-09-29,958291.0545550751,1000328.8792968016,1136141.75841575,899135.7115604479,970040.9806442392,1247736.1540522533
2020-09-30,956885.080562806,1008679.3202470387,1140805.8732856235,900988.7799758759,1010156.1136917319,1250276.2225866234
2020-10-09,960192.1619941295,1029800.159464276,1168839.7023131384,916279.7277678016,1049769.986582251,1284447.0363347693
2020-10-12,995970.4611617776,1043415.7081740403,1183642.9563902682,925343.8709676756,1093204.7127577888,1325122.9781122291
2020-10-13,1031632.7130053797,1046574.5234779804,1181997.399444264,929212.4661081557,1119398.2619984294,1331577.6501143177
2020-10-14,1024751.1207796606,1046446.0914132004,1182454.3251479056,930544.4820217012,1136361.3094921408,1321323.564876361
2020-10-15,1012838.2421245484,1044017.5848567388,1180967.011843381,930567.6396327993,1113124.8154774685,1313652.9675308305
2020-10-16,1012040.106006134,1044483.9977097788,1167200.8643907756,927722.5216778773,1070623.5458564376,1314118.3294705506
2020-10-19,1010200.5962448374,1035845.4282758854,1151674.0255361067,924962.8419969499,1063605.5762584298,1304592.4321234382
2020-10-20,1024473.6760255625,1036785.7369509981,1167628.7620777728,927026.6901107822,1093119.103498351,1315036.0799049868
2020-10-21,1025270.8671948309,1027945.1178426666,1171487.1148492415,927094.193694459,1087119.1508698766,1302907.2965687618
2020-10-22,998983.4634477885,1026847.9469521117,1164207.797880288,925012.070952055,1086870.8696975089,1295436.9107758673
2020-10-23,1003266.7803400442,1027141.1568831126,1146244.2735779232,921101.5171384311,1057863.4778519897,1283251.9185948865
2020-10-26,1030981.0369143615,1037586.8041608216,1154450.864932656,927967.8975316787,1056090.8022989584,1284546.9926698785
2020-10-27,1043117.5516936426,1036517.5057604015,1157282.4235036427,927671.5495699673,1059610.0293271728,1289354.6274729362
2020-10-28,1077400.8894027635,1037052.6691350893,1169825.7730554214,933720.5490561472,1074325.0101831562,1295011.4888942328
2020-10-29,1088579.1152729348,1030899.1152158047,1183849.9097905094,928384.8168821747,1083903.6825166054,1301250.9484633694
2020-10-30,1075898.1320613394,1014296.1994824023,1183607.4364277658,919760.4328500641,1072537.8737828995,1270502.9903941948
2020-11-02,1101841.627680188,1022064.568151532,1174712.5832756003,923437.9562554152,1093045.4842940941,1269962.9684386451
2020-11-03,1084411.2113120663,1035704.6227012957,1165728.4784221142,932087.9425948855,1091532.6273956364,1292177.1540393033
2020-11-04,1083275.1486754273,1039024.3702128372,1166180.962766585,933188.5109137406,1102438.2607660654,1295795.4901368443
2020-11-05,1132668.2570383125,1062841.597908142,1191026.7139739117,941673.4611740677,1135323.9245020149,1320587.5025057355
2020-11-06,1125489.5151086964,1062227.548056551,1184220.3533130419,940393.6825077668,1144100.7677952375,1313412.8807676802
2020-11-09,1122117.7271543376,1083848.3598774571,1203043.5612493914,947789.3072469641,1139365.3018793378,1339932.6941567522
2020-11-10,1118547.9508870034,1076091.0627474792,1208934.3179289422,943691.0852109981,1132349.7286462164,1332554.0125515833
2020-11-11,1080113.1779450688,1058296.3594201843,1192302.831322142,934507.9262552455,1095379.5084006723,1316624.2709057503
2020-11-12,1079783.9717079743,1053479.578838936,1185961.0289978948,933883.4411906911,1099682.2840972664,1318224.019435029
2020-11-13,1070814.3628425081,1060201.9028685202,1178706.8148482074,933943.3070686702,1097330.0800971189,1315040.0291239938
2020-11-16,1073952.2589786786,1064716.6062465797,1184651.4880455902,936919.9118156725,1097918.6509498504,1332163.7667291653
2020-11-17,1066551.2405780572,1057930.8194099753,1172222.0622195147,930538.1313186104,1090964.7252614154,1325318.309678951
2020-11-18,1071493.6919695616,1059360.794765576,1149655.9193296225,915472.6381385352,1092443.5850502132,1328777.6494873688
2020-11-19,1055888.6593376012,1055428.6828446402,1152084.8149539256,918890.9009070452,1072988.5013508557,1329877.1549270405
2020-11-20,1091097.5642277524,1061844.5338037738,1172452.5416782307,925771.5280225966,1114746.5887097965,1338014.604367874
2020-11-23,1095248.9411140839,1070011.0484073407,1193384.5169051567,933695.526264411,1144724.514242144,1341266.9993002038
2020-11-24,1070799.554963914,1069443.5307918428,1202594.4141274025,936319.4073831931,1137441.1715840597,1336754.986483293
2020-11-25,1051775.682570984,1048266.5393760729,1179935.8960995483,923870.351688134,1132429.2628083674,1315587.2062998826
2020-11-26,1053229.172262982,1051496.5618064413,1177547.4351707434,920389.0893869798,1098619.467320937,1312254.1304118335
2020-11-27,1052394.7819676057,1042244.7308176882,1170185.8322999608,920991.5101837037,1104773.2037194138,1314510.1378860972
2020-11-30,1065317.3942410676,1034426.8209511372,1156676.0070577527,912435.522146534,1089857.4130223442,1311467.9501548507
2020-12-01,1091336.8804747139,1042442.2215767746,1163660.054358939,917365.5241551058,1091497.9724110162,1333408.8787975518
2020-12-02,1091481.013503956,1044554.4884407474,1167105.5230275746,922052.1125028735,1069265.3442667662,1335468.3321405887
2020-12-03,1074492.2220803234,1041044.7354370794,1166558.7168528999,920249.557631165,1045138.385155552,1335543.6503413834
2020-12-04,1053434.5006992877,1040606.8675506661,1165461.4649755454,920655.1344127386,1075157.7079232566,1339440.5829068397
2020-12-07,1066803.4945569984,1037042.5777778192,1162625.3385491075,915546.2351874383,1074597.4143830794,1331782.3179657804
2020-12-08,1082788.4992994566,1037313.0384186303,1164511.2531263651,917715.0759612288,1075607.6877346244,1328686.675864263
2020-12-09,1082137.0491508069,1027363.2526272106,1154329.369206769,913520.359465295,1066684.0889601551,1307333.6537715287
2020-12-10,1082644.43686385,1020609.2702730756,1146726.346009755,910234.566868075,1060065.6299362562,1304851.2971284534
2020-12-11,1019108.6355013842,1014931.5113551605,1141107.9595938537,905342.223239228,1056276.3230171343,1284055.1233930364
2020-12-14,1039476.3088582656,1026875.9627874908,1154151.3154646307,909842.9940378502,1089024.036899388,1298837.0966838493
2020-12-15,1060860.36959704,1027418.412685543,1158076.8282820012,918734.0324163741,1102120.6305315916,1301784.4986085044
2020-12-16,1048026.4033764816,1024365.4584099293,1156360.1701171582,912048.9143170908,1115417.5246499614,1289928.266870346
2020-12-17,1041638.5987703141,1021034.2044389162,1153382.9447499516,907116.4869777698,1118005.428974647,1305998.2022199912
2020-12-18,1083195.9842655752,1032516.2790893988,1162809.0259536873,924041.4676384751,1130323.7877540085,1302674.81279715
2020-12-21,1132575.481805655,1058835.26327006,1187885.9146529413,922271.461180349,1173990.3077097074,1315916.443200693
2020-12-22,1118950.4753852398,1049113.3359292797,1187509.751190379,918060.0497905894,1190596.824408596,1296399.2215121218
2020-12-23,1135729.82514881,1066640.5710169685,1196544.2400443922,932288.0293822081,1202356.1148372772,1304270.9451553258
2020-12-24,1123470.3829950897,1071514.3014748038,1193266.2238296126,937757.5053222298,1177333.4170305505,1286917.0750482732
2020-12-25,1131155.6157018372,1100366.4366234848,1199839.705561204,950152.4900069891,1189126.911019641,1297908.1321980343
2020-12-28,1141344.3631743528,1093452.3973211432,1203190.469286168,950588.938357162,1213991.1474949752,1290576.8356129637
2020-12-29,1111520.1433748591,1066443.7839968163,1189240.163128151,942223.6797108748,1141036.184798086,1288293.8076150527
2020-12-30,1138514.8645130347,1073166.2333892768,1200436.3881478305,947751.0522412959,1159528.8575448373,1296758.0708090037
2020-12-31,1165715.0301136563,1075945.9802727473,1212246.1090893939,948055.4185921656,1184088.220606405,1316042.1810255994
2021-01-04,1220584.8388719617,1097407.5387415164,1237002.9445029143,965800.3958525643,1233698.9786513583,1336544.1107545602
2021-01-05,1271803.7155227256,1108580.9069216794,1269805.7540737418,970586.7178346261,1247350.5994360878,1347625.7535743725
2021-01-06,1298396.9669544022,1100719.1711935399,1276336.8361573373,967580.517424365,1244217.486018851,1349184.3236873795
2021-01-07,1340554.9132571388,1093255.5464644271,1296200.1370209514,965798.7400389487,1308650.061655259,1345288.2001308317
2021-01-08,1330553.2319126807,1096094.714311452,1285410.7633876698,967922.0135984516,1301982.6673661373,1345579.2181027876
2021-01-11,1324708.4982929586,1096473.592450152,1277850.9511611024,971307.6573836028,1251502.4859526472,1318582.5245587414
2021-01-12,1347783.2404752553,1112852.8999965952,1292455.894221197,990699.8519696367,1299494.4595350511,1337390.909132823
2021-01-13,1335792.238954997,1116542.4745456332,1286425.797803936,989261.8019019996,1219231.4728443634,1326872.274096829
2021-01-14,1267851.623445309,1112138.1770174224,1257383.202229346,978642.2580688241,1199626.6305632284,1320978.0773147591
2021-01-15,1279297.103323016,1111444.2581939897,1262083.2016278796,976683.9674569757,1237639.3947274562,1326312.7291319051
2021-01-18,1295172.5754898807,1123024.9499289189,1261864.093467993,981072.4445897081,1239544.973766545,1343070.0100164984
2021-01-19,1275327.737955849,1113587.591630148,1258257.5988326748,976196.3287984225,1182003.2771436733,1340636.9875153778
2021-01-20,1308750.341236366,1124683.5264592825,1271536.0971570024,981426.9360179977,1221249.6572516891,1347338.9752012622
2021-01-21,1350665.8924663817,1135056.5904693175,1296461.9555310833,994184.6982406033,1242825.3977760666,1358557.863148758
2021-01-22,1382114.1699450118,1139051.7254567107,1312840.8737813293,994000.3597332009,1289231.8494480732,1352741.313503061
2021-01-25,1437203.4830055719,1152238.8415938057,1326527.8557133113,1010699.7291189327,1289275.2221719332,1347313.1350834374
2021-01-26,1382225.5119343847,1137325.4541105095,1312025.9131603339,1000105.2049438372,1265387.8990416687,1326588.62034622
2021-01-27,1399642.3506278642,1145250.687540048,1326549.3877386088,985933.8095971064,1295007.5798231456,1336528.2799793286
2021-01-28,1337508.4753129182,1124466.1691397326,1297133.8999505006,972436.7430601072,1239070.9106231905,1312262.349646069
2021-01-29,1326073.1874581948,1118646.1503490706,1290648.2720616274,969567.7699205859,1197029.0432249191,1300658.6022737059
2021-02-01,1342998.490475034,1136812.2751092874,1291171.4939006376,977977.2649937748,1174827.0494950502,1309485.5889938895
2021-02-02,1390004.376445965,1147140.2266235969,1309487.6997359707,980536.7545689943,1236411.7003237298,1319928.7468152605
2021-02-03,1395244.664084374,1139709.3281569148,1302713.4849051533,981931.0186590994,1238993.2049321614,1301718.2189091453
2021-02-04,1387444.4081063247,1127668.3419985208,1308246.7494279165,980751.7018734615,1198265.8381394257,1288480.4618636528
2021-02-05,1405613.1012167537,1117263.379570173,1311126.3220716163,983705.4313972018,1203972.2169921189,1280561.9936987017
2021-02-08,1406545.7852217795,1134438.104452529,1308444.6675955846,986313.5210371487,1216235.8497354698,1291000.0254346647
2021-02-09,1454840.6769418132,1158997.5561993634,1327633.2900809657,988520.1649683842,1243871.2729991022,1315697.719898002
2021-02-10,1501785.1015472834,1173749.0147557755,1349621.038173042,991389.0311702944,1271101.5800269851,1334147.6348065091
2021-02-18,1499267.459859722,1189567.65896462,1335981.1384623016,991923.7385411853,1306047.608292472,1362130.6086784126
2021-02-19,1477174.7292839875,1200667.7771581311,1333022.4669313799,991429.5861067271,1329096.7189523892,1385771.19599442
2021-02-22,1370789.4228726644,1186442.781767602,1295829.0485582468,993638.5942976453,1338770.6461141964,1388064.081076256
2021-02-23,1347558.6682375965,1189853.4166381408,1294099.9842177946,990711.776749815,1350983.8313102005,1382057.3561106895
2021-02-24,1266335.8481308671,1183848.7370987856,1261405.382803124,988903.6748229631,1320468.9981711404,1366100.8406805631
2021-02-25,1242751.6561654191,1173539.390146232,1255460.1954153953,985973.5009725614,1274871.527409118,1357638.4378171219
2021-02-26,1209953.9384892194,1161290.2988859804,1249910.4247509015,990136.514583169,1263306.1554792635,1344384.9548323147
2021-03-01,1248717.4512101952,1171173.842857053,1261431.3676650913,994654.7893198851,1273097.1578079474,1368742.9343393072
2021-03-02,1208059.811359063,1159528.6153327054,1259572.994710746,988666.8564284034,1248040.5299674042,1356067.7983944616
2021-03-03,1249447.3477174237,1174570.968625797,1265011.0656974139,997248.9409946311,1267430.7719423652,1379747.1012287564
2021-03-04,1204393.299530829,1154749.2391341534,1220108.7696761428,980465.0804358004,1234481.966779866,1357122.341765247
2021-03-05,1156760.243283763,1163353.5396377388,1203668.5550232083,974996.2715173339,1235359.5722342369,1365937.5232332675
2021-03-08,1148122.6272489745,1132539.1600365178,1176694.862827575,957457.549262671,1247625.2005954687,1337390.84395237
2021-03-09,1112015.3333717014,1122899.2813572998,1172397.4761402789,951056.2051111518,1180400.7933866074,1308044.7977997542
2021-03-10,1102178.596796199,1130841.170922172,1180526.369994049,959254.5334203286,1182269.778789714,1300167.6556904837
2021-03-11,1129173.7594778927,1138729.737258519,1194460.846223107,963332.0636754852,1227107.691424742,1328166.6956863145
2021-03-12,1145991.1764251133,1144815.3060947247,1195993.2217813632,961210.7975185104,1232811.9623740674,1327468.3228768401
2021-03-15,1123276.437742292,1134835.8556357578,1194747.8479693371,959055.1018935614,1204206.52428594,1320859.7203707322
2021-03-16,1124196.0854005078,1146707.2031512298,1205266.8551064082,960062.1560458655,1264154.9233321715,1335708.8940413434
2021-03-17,1097740.5004915185,1140808.863952063,1196851.9189760203,959450.7086981703,1256124.3433188638,1342213.953626248
2021-03-18,1121417.726002984,1148371.473311799,1205392.1967321557,968004.8268902599,1228761.3921956003,1344829.6730311678
2021-03-19,1107226.9984720366,1139576.6613971111,1200379.0970076534,963373.202105674,1212423.9837691833,1325533.560536079
2021-03-22,1135909.5638672905,1142828.489207747,1209933.7821978482,963056.4635304799,1242553.6570465153,1343450.486452754
2021-03-23,1154336.8845626072,1132469.3069380587,1208164.4198667556,953777.7206206542,1264708.284497164,1330292.3503306697
2021-03-24,1123180.4948620137,1112362.6146534367,1202731.1651185707,950444.4290298233,1263752.8934109695,1311274.3334951913
2021-03-25,1079966.9753250359,1105396.2420708516,1194418.613438362,948139.0462849678,1214988.4277318118,1306134.1206190987
2021-03-26,1104661.2536829817,1129960.015343859,1209184.9247121355,951964.6126901889,1235934.3166286517,1327885.0436926775
2021-03-29,1133488.6162794437,1142258.135499415,1215602.832715443,949057.2137022031,1267656.547946896,1328891.013124653
2021-03-30,1162453.2495571144,1142360.8163836517,1224125.1762040176,956208.6597347413,1283246.4369503215,1331006.1594833208
2021-03-31,1132880.3700021498,1124388.1657007905,1215152.7002835008,953536.9868969487,1238696.8842150723,1327278.3721378958
2021-04-01,1116994.428303347,1131998.9403828382,1212441.388131462,954737.598184208,1228581.7299616034,1340782.445532596
2021-04-02,1098821.0641595337,1135589.7153987994,1201651.2920522273,952233.7562550189,1214246.4827324462,1346713.1870968246
2021-04-06,1110163.3381599116,1138813.8926470543,1206225.1171600362,951477.899183226,1230750.805268508,1355453.0349516445
2021-04-07,1118622.2460197464,1139904.6441257983,1207754.7232576467,944681.3055998654,1237999.0079198612,1356995.0545974304
2021-04-08,1105226.9373841381,1136371.303854588,1204752.5554613047,943293.1847379712,1225180.079753711,1351958.8321877853
2021-04-09,1124928.6409059856,1133939.8494885652,1204691.0360540762,940971.931758054,1253638.472744213,1350190.140919687
2021-04-12,1117970.6571721286,1131441.0140414059,1220187.291952491,946966.6080645609,1235349.309940233,1336506.106004524
2021-04-13,1074343.2241723528,1120038.9100823742,1211302.0804858885,938482.6636097239,1193116.5424417825,1328440.7078728785
2021-04-14,1072764.4366445665,1120686.055241508,1207276.3002573443,937046.6501927354,1212696.4175949525,1346273.6861955742
2021-04-15,1066966.4322071893,1117914.6406697128,1200295.0861579054,935727.020096851,1172772.3666883989,1343261.3898603339
2021-04-16,1060288.3518451233,1117168.3336213739,1197893.7941679223,936184.9634980599,1205564.9969117963,1358837.6487657656
2021-04-19,1097997.0661471842,1124336.0109260024,1195400.0014702159,934330.6864762333,1178126.9344025583,1377671.0408912103
2021-04-20,1119629.4008289257,1121354.8989440338,1195887.9722701998,932561.1799549859,1190602.2641828775,1371848.1094711265
2021-04-21,1096792.1828468386,1116652.819751674,1189273.665114301,929542.5501172141,1207746.8754835832,1374034.858941116
2021-04-22,1107946.2786719091,1121051.937103358,1199654.3062202267,936441.605637327,1223634.3001009738,1382331.3859170221
2021-04-23,1128807.035989375,1109950.910149362,1205568.9962191852,922882.8587071612,1207117.8562736157,1380145.583409883
2021-04-26,1131970.1116094808,1104112.8641272602,1208383.9355497397,921683.469934627,1206918.6961168875,1369905.1490664554
2021-04-27,1119872.5621219997,1097535.0032055574,1199892.2459718639,907952.4346842838,1198449.2991459635,1359559.1091670666
2021-04-28,1138378.245847332,1098226.4369938166,1201412.913750813,914195.6165598353,1219572.8715232306,1370831.4773683257
2021-04-29,1157184.3192357398,1100353.983030305,1204660.3166870861,912905.189659846,1202393.8224280216,1371324.883217587
2021-04-30,1139092.5715194677,1098617.977383652,1218169.69229837,925601.5160616352,1244962.2782707247,1363594.288066716
2021-05-06,1139885.5140310123,1110919.0030286834,1235155.435479416,927528.1154760482,1253918.041482069,1364765.2263040978
2021-05-07,1141532.001628015,1112590.4141820893,1244067.1972652182,928096.7567370009,1227825.3031391979,1356205.5239561822
2021-05-10,1145914.080139369,1118374.2045686673,1251952.173625407,928879.5704205356,1258417.5984457904,1362298.3552233442
2021-05-11,1104139.0376438482,1108130.620324292,1227908.6753655812,925261.4745191804,1242553.5643201044,1370802.0159438848
2021-05-12,1109210.019877658,1115405.7305813867,1232406.0340909797,929842.533234094,1285583.3131594015,1384026.9989856188
2021-05-13,1049552.2577262055,1096327.413056341,1213555.0692242465,926375.8053289397,1273578.326836331,1375107.9859706713
2021-05-14,1039413.3861537271,1097230.9303841954,1214456.6591240806,935606.3728209604,1319078.5338481788,1396125.6126269114
2021-05-17,1057030.7448215277,1093659.2793299633,1212905.7013887058,934046.9402314061,1306096.1094145884,1390769.45176311
2021-05-18,1071524.6208499,1102750.3259655922,1224384.447726077,940003.1909381618,1300948.629622744,1397954.7424174875
2021-05-19,1068314.3954473564,1093693.0365306274,1215514.6816901327,939287.2483859748,1290787.7362149106,1398080.2566131237
2021-05-20,1055614.3727567138,1099506.4817766908,1192713.9377092472,938831.0888995683,1275291.4838931474,1398608.8793700803
2021-05-21,1069334.1496751911,1095921.0166304635,1196295.462861984,927953.8336680382,1242096.523343875,1392685.2450498394
2021-05-24,1058054.3767593317,1099152.4118115902,1202704.2893976315,931437.6399883582,1227029.6649126564,1397874.0463212691
2021-05-25,1047966.944878017,1096260.093272834,1211180.3135651504,937528.2052003713,1262171.8566920736,1416412.8537963978
2021-05-26,1087176.6070301458,1122294.7510256907,1211796.6486956817,935631.6652227296,1315134.6262602862,1429120.2927505162
2021-05-27,1074919.7627178533,1122032.891013203,1207935.8990677942,932956.5700750108,1286462.8344391922,1433069.0333292056
2021-05-28,1107465.4838750518,1120746.3813260512,1218099.1476603963,937004.460355745,1280107.7282869949,1430853.7307341213
2021-05-31,1139373.9893380564,1119934.1863897939,1228664.1025623344,938588.8479521123,1313440.833874791,1441435.542707371
2021-06-01,1133082.8515363436,1113737.4394266098,1219946.7899092627,937182.7171201812,1325945.9937192677,1446504.1350162588
2021-06-02,1103340.2114942153,1117421.2342175774,1212797.1978813466,933089.4336293412,1281765.8945710515,1433074.8457833903
2021-06-03,1095754.851717529,1103891.787166542,1196805.7332283359,926934.3063198718,1260389.3718895686,1429065.5763653426
2021-06-04,1133993.7673912952,1104372.2042886163,1196272.2620367543,932845.331679734,1285768.2661352602,1437169.9500646826
2021-06-07,1133651.6837371818,1112546.5119586885,1194745.7367248314,937032.0698267496,1282782.2218506983,1443783.074756832
2021-06-08,1089566.0182115124,1112546.5119586885,1184311.3456440852,930528.7493616819,1254206.8950637225,1433416.0603039595
2021-06-09,1085278.5531667115,1112015.6746728828,1184317.3150300612,931355.2595889719,1271348.4043496996,1437474.5404305041
2021-06-10,1074288.120557553,1121669.4090168038,1202199.706940785,944034.9356588707,1284591.3570365764,1444411.503908353
2021-06-11,1042468.8491590476,1122970.623452211,1210631.297947174,945887.5052449341,1293018.1524400176,1435526.7793645065
2021-06-15,1065375.8549725336,1124746.1261631225,1212918.0193519443,943731.1885415635,1269406.251526939,1420268.6232706301
2021-06-16,1040409.0567430367,1117732.4794791576,1189746.9978864223,923197.3630633538,1238524.1378390659,1397668.1550686287
2021-06-17,1079423.0739855026,1117677.0853639808,1213875.3193737927,935924.1175060674,1287688.5526663798,1408221.3290593384
2021-06-18,1108352.062710426,1118967.3216920153,1233451.0712878422,940207.1945159743,1348495.9008637476,1421500.716501566
2021-06-21,1109749.4757395166,1117935.5906862088,1232260.9777428517,947233.2210831202,1331612.6809530673,1423224.770945904
2021-06-22,1123076.3376972312,1121508.1806911456,1239829.7316637116,962230.0148653173,1343428.8001514191,1431530.2439629724
2021-06-23,1110584.740263106,1126025.2649926688,1248865.4854925752,953514.5056240184,1378422.3126528205,1435724.249874628
2021-06-24,1052298.9150945002,1129568.4563485086,1238682.339196818,938870.3835522062,1359909.5366770555,1420385.8947782803
2021-06-25,1056700.5043675043,1135564.243794348,1248015.4681872274,946606.6160312484,1363510.4906028535,1425426.0861006882
2021-06-28,1069439.408689655,1137637.6906702986,1251053.8959585535,952906.141568134,1398672.018301328,1436837.7298912166
2021-06-29,1057670.9857541611,1125803.9311916328,1251522.121683079,950284.1957780438,1377939.6612276877,1419954.2478859331
2021-06-30,1073352.1812637805,1132156.6377547032,1246612.4863697311,955998.0720196012,1350817.206021124,1428445.9834750758
2021-07-01,1040651.5151737283,1118208.396953709,1221795.9434807785,948981.5928168085,1287468.6514121813,1421500.5155181459
2021-07-02,1011245.3533020599,1113573.590298747,1232207.264931694,938376.843024191,1312271.9068028245,1407969.6281747252
2021-07-05,1026752.5016854348,1127455.759070517,1257316.3916594547,966088.962130079,1339036.2406065199,1413459.6350748169
2021-07-06,1015688.5634905709,1138690.6519543028,1259040.6041699236,973358.1091027178,1318741.1760099805,1405198.435178095
2021-07-07,1008567.0050747148,1146545.2686379494,1269490.987580817,975543.5832832938,1313046.8393372735,1416690.928813341
2021-07-08,1034192.6062385335,1143979.1409423875,1272665.1727862644,1000681.5500336364,1301163.6038730904,1409150.9270050135
2021-07-09,1049342.2619699393,1156505.7187104444,1291911.4716231325,998666.0730619428,1301697.369897703,1416749.253254471
2021-07-12,1089736.7630390117,1168603.3807337051,1326708.5626053405,1005944.8175629594,1311817.9391998926,1436358.7883886492
2021-07-13,1114802.6372629832,1178972.0965351919,1329711.0948367738,1004083.4339321561,1339444.9248963569,1442841.9619438993
2021-07-14,1105827.436573475,1180922.2490781564,1302405.4786381747,1004870.929755996,1323479.625427008,1428838.332880367
2021-07-15,1153296.418858376,1178603.3979714678,1303655.131609063,1008968.1518965223,1310241.6775815308,1433912.4500184606
2021-07-16,1165425.6839034024,1202327.1863796385,1289297.4602534208,1005464.5644677131,1271301.8502056252,1424875.6391867318
2021-07-19,1092693.6795713538,1205125.2959273043,1272338.3178029296,990835.4814777126,1288948.7403559878,1424531.9153642727
2021-07-20,1095445.3008210468,1210331.9198311134,1282247.973091851,988990.0740632246,1285786.272158887,1424855.711230467
2021-07-21,1138727.3121985733,1234418.0025060135,1309128.9110829039,993333.9979729397,1321478.094585907,1437605.7433228747
2021-07-22,1192465.4735844517,1241891.1119202948,1309559.526906163,998505.9656538462,1297814.318978911,1443513.7009497583
2021-07-23,1146238.755610687,1226657.5241962993,1310858.872797977,991807.7467112491,1278391.7220868778,1419127.3052847001
2021-07-26,1150585.7743859522,1223796.736061897,1306615.1052767632,987343.5877697159,1298085.1842730888,1387875.7463656156
2021-07-27,1102365.4798385114,1188195.1541395828,1275357.459476822,981542.7306178741,1221807.0939284577,1355886.478033435
2021-07-28,1075233.8043626437,1178135.0668146864,1265846.4139037302,969262.4039316225,1218556.1348823798,1339663.9839248757
2021-07-29,1158186.922223574,1189222.6120791947,1302556.136306182,978525.0948319585,1266324.6816818821,1369205.297521628
2021-07-30,1136239.6411682812,1185598.4359290875,1293177.1181584713,984820.2191401538,1231847.1716499445,1376434.6198369388
2021-08-02,1157919.8150777938,1192198.6507698114,1320301.3333240557,986966.7234391671,1247689.4669436568,1399172.3866047754
