Date,"System 0-A
(纯规则 S4)","System 1
(纯ML)","System 4
(ML+ATR+BBL+TOCE)","System 5
(完整ARMS)","MA均线交叉
(5/20)",B&H
2021-08-03,1135881.8700533542,1182101.2973335783,1278080.5779621718,975910.0743337349,1201372.47583646,1392273.5013040877
2021-08-04,1181802.1309187186,1183152.3763400347,1309839.903045558,980252.8905824606,1239911.9326420305,1403717.2199318826
2021-08-05,1178985.5543674666,1184759.8243002698,1312082.0006169355,981654.8171604272,1222370.3164660146,1390633.402696378
2021-08-06,1167199.0520034698,1194371.3713378746,1317827.8416279685,980278.2994236638,1223914.634637583,1388108.9739442912
2021-08-09,1153386.4626031714,1206041.749229993,1304595.4632964414,979869.4951134298,1214614.4962865063,1407686.7338500943
2021-08-10,1139995.135961791,1207151.6240907437,1302260.0426149368,983413.1369090127,1202931.1986932806,1425064.883218373
2021-08-11,1132646.1260578884,1200109.3891429696,1308512.9929990496,987321.4607910484,1224980.1970247831,1429445.931891327
2021-08-12,1138739.4787140663,1199486.3694440953,1318605.4558589237,985267.2313990976,1218459.0010052768,1425052.638069928
2021-08-13,1097505.00782383,1200620.8986001427,1320121.2026304167,990537.5676791603,1176654.8500224603,1417427.5300447557
2021-08-16,1064138.8226520498,1198292.65283281,1315373.2808058264,985785.0114062866,1168071.9532565936,1417122.1877281503
2021-08-17,1018897.2448420823,1193847.4961942101,1311768.142300339,981664.4555525451,1140820.8671762983,1382830.7878513322
2021-08-18,1023758.7519442404,1194179.0438562168,1309567.0951496966,979648.882547414,1126721.9382940123,1392618.0059956254
2021-08-19,1016909.1396629488,1193678.9284102388,1314149.8574587146,982322.6558672002,1116543.4849567034,1388296.4202544552
2021-08-20,1032314.8803858333,1189301.7169542664,1302494.468288968,975879.0323581519,1144880.4523325723,1375742.8677892522
2021-08-23,1059534.9973213573,1191824.1081619633,1323842.8316474315,984723.3096917317,1267978.9001758178,1403748.4797106036
2021-08-24,1092811.4456808774,1201007.9049706548,1361350.767396653,1011385.8499673235,1334622.9235520482,1418723.263984484
2021-08-25,1099779.050173178,1205335.491500484,1366654.344904966,1012559.21660231,1356720.4231518966,1434800.876937952
2021-08-26,1112584.6851339852,1196891.732499994,1348012.072966814,1011961.6659140006,1374205.4464890005,1419448.9036496999
2021-08-27,1104766.4205157363,1203040.4998538108,1360329.37702301,1013435.2245177494,1397445.6816789845,1421636.1582559901
2021-08-30,1108371.1637515181,1200204.8534665976,1356957.871552689,1014730.2974806548,1395486.5242199954,1422182.0458964356
2021-08-31,1127091.4692279103,1200551.9554869558,1355875.4600422897,1014120.681788052,1422205.145236555,1424712.083411913
2021-09-01,1042516.1968481541,1181663.550500571,1315340.9474801826,1009784.5585126034,1373378.7996454306,1421773.5453090665
2021-09-02,1079787.1562772314,1182077.5133680077,1341471.1105390233,1027337.3962176628,1476915.9608069407,1428839.5687903597
2021-09-03,1025045.3244623075,1167177.2300818437,1308908.7040087245,1018030.0538005703,1419578.312418846,1429290.783717879
2021-09-06,1038164.4903730171,1182797.435322793,1308768.0724672915,1019356.8120828228,1413980.5325508318,1450774.5086097198
2021-09-07,1036833.123091046,1186055.8343354708,1314070.9580447834,1025771.1313374044,1417067.1752100335,1465274.3308200794
2021-09-08,1022499.7186725519,1198450.5172036916,1316852.0236101316,1028646.8902064624,1416185.7705078842,1474191.6230879468
2021-09-09,1022463.8654976846,1200672.8640050103,1313800.7247750673,1031874.1642882033,1447453.312836632,1476059.137984026
2021-09-10,1015329.4121748745,1198403.0227089075,1303690.5273400734,1031927.707779633,1383050.5277246404,1472699.3746373886
2021-09-13,1007891.8766037292,1202229.8504354677,1312102.991115845,1031145.7914835528,1401986.063641384,1477027.3933154852
2021-09-14,975904.259795653,1196487.8351025917,1317426.7248720652,1025908.2038098363,1367247.9320078148,1454629.7278999074
2021-09-15,985360.0579510087,1196580.1207452377,1324070.0972595112,1028448.1744467224,1395620.4534708185,1461387.5172899347
2021-09-16,951967.8727460325,1196096.1820775939,1321341.8963675362,1024458.853960104,1376213.093794565,1446375.8933638239
2021-09-17,927675.9069386242,1198081.6634625697,1320073.0760686703,1018214.0749695642,1381653.5389218228,1444258.4287812167
2021-09-22,951561.0694330543,1208705.950505084,1330335.3442110782,1020686.3585801284,1437258.941189436,1443775.899398056
2021-09-23,968068.7784269622,1218963.8760622167,1318936.143827161,1020971.8786078838,1411909.0517826849,1453077.8390553119
2021-09-24,944207.9103597034,1210975.4935774885,1305179.2017461874,1013808.2832976374,1380234.5679538867,1437910.4770676775
2021-09-27,930465.966559476,1197752.1917317677,1285221.885257064,999794.9269194915,1312537.2376556548,1419803.2367847753
2021-09-28,954068.9637318881,1201989.1659528604,1293687.4771914594,997534.8824069618,1321371.72106505,1427920.9650342977
2021-09-29,886600.1823115022,1203588.7867192384,1251921.8008320557,965795.5553887873,1238151.3238380696,1396310.3329204954
2021-09-30,921087.1753064329,1225366.2034318296,1270739.8401548835,982592.1872309884,1282946.0419571155,1421222.7927134254
2021-10-08,943910.43051328,1249430.5542009685,1295624.4120274386,995200.4381932336,1269903.6987621528,1447518.5542170426
2021-10-11,940996.4382370397,1248640.03754987,1289330.6582830886,997108.4816974858,1222524.781168549,1449419.421718778
2021-10-12,930102.0964604376,1246659.8447987724,1276426.7344712557,995627.0267015344,1218564.0916110792,1432399.1292487604
2021-10-13,933178.9492010138,1252569.183714246,1254637.6826487144,995991.2965140457,1181646.563498009,1433164.3820354887
2021-10-14,948086.2418119035,1258487.273157174,1253072.4455766443,995583.8425811343,1204163.0872454513,1436913.2717058503
2021-10-15,954338.8247609726,1266664.7475559665,1253056.8272666894,996861.1323657604,1223597.523661291,1430768.3392504621
2021-10-18,956673.9542383719,1269176.279729998,1257777.566459734,997989.0342053117,1244435.770236534,1431625.1308824047
2021-10-19,957006.0289404738,1267627.9149826763,1268129.5709769293,1000633.4800037555,1248288.7136542916,1443473.7723542587
2021-10-20,959162.2905948802,1271191.689112929,1262038.7601638653,1000650.1993763469,1299222.2863372432,1439204.2392360745
2021-10-21,957490.5183993833,1269397.5802944133,1287729.6278368705,1019984.4831889288,1287328.7828794033,1436798.4292825726
2021-10-22,961086.7893064845,1255572.2999626144,1279687.2300100334,1014489.6167286086,1258465.2608732865,1425082.6434778785
2021-10-25,981753.2606998147,1264904.2515744555,1293614.3305136051,1014255.5512522751,1292693.3448114228,1430321.7978388197
2021-10-26,987695.4841064176,1271299.961564915,1289880.9284510766,1013455.2946223209,1282111.5239340933,1427845.8548168978
2021-10-27,979235.268999111,1264373.0319594522,1276859.4415907287,1005288.119553302,1304989.9273402658,1405195.2836513864
2021-10-28,951779.9572068127,1258559.2950508017,1257617.7834996355,997121.3116915995,1269322.3114267336,1388806.0195564155
2021-10-29,975763.792246286,1267101.7021554376,1272568.2594557675,1003493.633991455,1314044.3533407217,1409417.8311111385
2021-11-01,974765.7678606494,1271725.3335232956,1282334.0547007013,1005471.5049879597,1286371.372087276,1419778.6010553208
2021-11-02,957794.7485701256,1279792.1310291097,1288278.4059065182,1003679.3387124746,1264650.6090130587,1408510.7835602267
2021-11-03,940510.9414188159,1278722.2893721154,1277556.1288060609,1003803.5012054922,1247746.060387605,1410326.6349931632
2021-11-04,968120.6861474529,1295879.270012281,1296399.0826798007,1005461.4441981366,1280494.358699306,1426853.6610972567
2021-11-05,953936.9593843315,1291211.7111965881,1279924.925906971,1000483.4486535568,1249234.8374345298,1416436.376418206
2021-11-08,961082.1224924413,1302011.202355455,1282510.1195517946,1000837.5651497112,1262995.0909265827,1422225.973004039
2021-11-09,962081.1384307133,1305035.2927593589,1286777.5964520804,1001739.9818755378,1293014.739320185,1429420.151725107
2021-11-10,953777.0930670738,1293027.6631177187,1275173.3661621748,999936.6643341726,1297543.6709342224,1430682.568281247
2021-11-11,965723.5718369605,1302705.8104087047,1283122.8314501443,1003156.0040207937,1323601.092723891,1451145.8973046523
2021-11-12,960000.4818932808,1297425.9663565182,1277351.6900032202,1004743.8160382701,1349232.664029015,1456713.9636990973
2021-11-15,945014.3859807478,1290585.3469429596,1272241.3361524371,1006929.521367213,1335203.7974788293,1461617.1257039532
2021-11-16,979401.775951539,1289602.338918306,1272316.3821837832,1007654.7164113035,1360079.9160147528,1462348.5911920792
2021-11-17,964862.2120654766,1291526.2652532968,1276037.4904926857,1010249.0025405226,1388242.8851874133,1472472.720091608
2021-11-18,968582.8601373315,1291969.5755383873,1272212.6062902277,1011929.2781166733,1365989.6091070161,1464660.1413123053
2021-11-19,966730.6368587811,1299816.2629762727,1264716.4474573052,1011540.207310299,1371405.3437996611,1477839.4959435076
2021-11-22,968564.0213497628,1323325.4585651928,1272485.2417928998,1018743.0042030945,1403182.1536268967,1485434.983366358
2021-11-23,974466.0355439557,1325521.217115159,1267876.7455004135,1017639.1735571433,1403412.6103614357,1488833.0931865184
2021-11-24,961954.193478914,1328411.8545908413,1271356.8113213184,1018898.7491809061,1416428.4976890353,1493150.1885016807
2021-11-25,949015.2837889143,1319093.9161722618,1256704.724384414,1017068.1314802695,1397962.2743643038,1488434.2029023059
2021-11-26,945425.6094438279,1317775.0222423782,1252664.690087655,1017963.7855411565,1385057.2078039923,1475883.2335313417
2021-11-29,974080.7834929388,1335461.8140048846,1261965.6781283522,1017459.2104025682,1418614.1760816025,1471011.2534141394
2021-11-30,978956.6606225619,1331764.9877466036,1262714.5077957665,1015417.8648921367,1410944.1693088668,1472075.2838204454
2021-12-01,994784.919284685,1344080.1641040621,1265198.2267530344,1016482.9405149402,1441219.585100068,1486380.922705474
2021-12-02,969653.9401987153,1343932.4293000435,1260014.4991362807,1013962.6303626535,1394558.6979571374,1473166.1405494835
2021-12-03,988696.2417564566,1355953.6808631637,1263586.88390099,1014479.876976947,1404510.8659591614,1485274.355230927
2021-12-06,956171.0623481239,1345823.3334185944,1244629.4481860646,1009890.5030843561,1351074.666659996,1467730.7898419078
2021-12-07,954943.0974663022,1333417.0729686508,1234057.6340239693,1002339.6920727505,1330174.4975091333,1470067.9065486572
2021-12-08,976410.6165951631,1354978.532342488,1240329.1625728167,1010108.8182450748,1353935.8762306673,1485143.8800418794
2021-12-09,944586.5739782118,1355422.0171621162,1228725.5083671405,1002521.1384294499,1328013.6252261659,1498223.1823879494
2021-12-10,939146.2326151863,1358221.1911647974,1233481.3423901729,1004486.4099212834,1321790.8261958754,1495790.9083447983
2021-12-13,955483.1510558703,1357174.915655933,1234644.9737918905,1005079.0781214631,1338381.1303959312,1500121.7722622808
2021-12-14,934134.5844586439,1374405.8251798628,1230707.2295276986,1008651.225537891,1337816.9225651198,1499586.089028394
2021-12-15,936758.9581679632,1367421.5825315863,1224966.8179240678,1002457.1468743925,1330155.9529885803,1494881.7645598173
2021-12-16,928433.2550131474,1365380.824786568,1221775.1130992179,1000745.6858985482,1330737.9427974455,1505616.6581200254
2021-12-17,914924.8854953453,1325576.1614429436,1215795.7328260124,993073.940308697,1307707.595470968,1491906.5665321876
2021-12-20,890798.9021449274,1313039.4667224907,1204774.366358733,986711.1063891429,1326527.261231205,1481221.7575834116
2021-12-21,885767.4818267202,1321958.3961063009,1212457.630022233,993547.7334514279,1340198.8696496629,1501301.065558706
2021-12-22,878193.130671735,1323355.8727754697,1212174.2538015812,998777.9768878842,1345965.3313989711,1499668.4867118858
2021-12-23,895102.2887463981,1315925.0387810192,1213463.2669870355,1003381.1826861881,1323251.3950928338,1499900.7094100162
2021-12-24,894638.4639967578,1298891.6562900245,1220472.5518316475,1008426.8060346573,1282633.400058097,1491418.0505354193
2021-12-27,883600.6343853299,1291303.0968368887,1215678.9674835517,1006620.5325407428,1306794.105136538,1500895.9242534512
2021-12-28,881459.630155562,1288180.3679634852,1212607.0300077053,1005795.0191358814,1282695.6103979435,1502945.7541299784
2021-12-29,868925.105730619,1289205.5014823982,1204731.3456578085,1002199.2062803865,1300737.598350868,1494968.7101120949
2021-12-30,865964.595127867,1294826.8251684266,1200568.0930232257,1004876.3387919824,1327529.8201654688,1506179.0816395252
2021-12-31,880141.7015481377,1300684.3403595453,1209271.4617054008,1009129.199408673,1329253.6342994284,1517462.8260783204
2022-01-04,871176.5163613012,1300502.47328635,1214051.1809703808,1012621.1902096411,1366365.8439763063,1531449.6830278803
2022-01-05,842603.018362224,1305296.3245098481,1202329.6856905178,1013705.4831904011,1348196.4062773963,1519864.8779255308
2022-01-06,824187.5475645576,1302106.621343817,1205659.1783798984,1015938.0084481251,1372385.4451553833,1527682.0760933205
2022-01-07,784927.4969619879,1282684.9723295248,1191359.3519320276,1008562.6163760484,1364219.4124138989,1512510.599899069
2022-01-10,791475.1474054839,1287431.895792145,1186000.5057398537,1006002.3557791291,1388145.4928671098,1530845.9808586028
2022-01-11,807487.3983573125,1280530.828094386,1187032.8917241632,1008771.709632086,1388437.6541785959,1528747.5765425628
2022-01-12,809305.6697493603,1284062.960629489,1190332.864476266,1009349.9570773016,1413644.113995681,1543791.5785607805
2022-01-13,812640.2688534021,1277084.345424275,1183134.8685360178,1003261.050455355,1443504.7614711246,1531813.5901611922
2022-01-14,796306.6243916199,1276345.9832403387,1184296.0737583619,1003742.7081908023,1454153.9578674813,1519959.9900293439
2022-01-17,834835.3550216338,1279835.2906506453,1194991.180466354,1009577.2861185237,1442859.7938026872,1533899.2648077281
2022-01-18,828741.341120865,1269340.9732482785,1201183.1233543502,1011493.0325415089,1367341.2679169907,1526008.1012808578
2022-01-19,826104.2253863463,1269532.7329370182,1197015.0256454994,1007653.8146413598,1335093.381612828,1519380.972796481
2022-01-20,794884.639800796,1259408.5897177514,1175310.0478782607,999595.449965832,1310496.1952955879,1504264.380214731
2022-01-21,774389.205330159,1253765.2388702752,1162019.0566567867,994251.5377414235,1341979.4867782476,1493496.5641817038
2022-01-24,774186.0583641793,1247110.4663743638,1164051.988583561,1017694.0165577345,1381476.676090246,1490021.8816594782
2022-01-25,736497.1637356181,1230726.9758688894,1138120.1126827658,1019103.0045817705,1381065.3488327584,1437601.9754242224
2022-01-26,710303.4881081721,1233983.729277511,1135668.397442411,1020883.8405788114,1325196.2687260646,1446406.924467407
2022-01-27,672839.7236842993,1219313.0217819796,1116603.314514254,1010777.6168262276,1275302.312564209,1403443.6095581364
2022-01-28,665729.5863585761,1224480.6544226701,1119747.584938698,1013062.0372395313,1236497.4800151926,1406552.89702416
2022-02-07,655083.5144539337,1230780.625231208,1127730.620169279,1014326.7244084195,1204897.4890887307,1425557.6490739156
2022-02-08,666325.4959489985,1230114.918086132,1133684.0416708912,1022534.6814822572,1212735.314996326,1444344.5487505463
2022-02-09,686091.749478083,1242142.0909967187,1164329.592108706,1042596.4348681503,1265484.5496193797,1466844.429621975
2022-02-10,684995.4255939649,1246395.4523779778,1169440.4349875129,1050296.1581068924,1252330.0831778762,1470914.4847646458
2022-02-11,657305.3005380682,1239865.675914055,1139625.9393395465,1046877.9288701589,1217488.924154103,1449671.76550107
2022-02-14,644426.2270915392,1234495.6341559093,1128184.1198688867,1044670.7156234746,1206373.294148324,1441219.8127625547
2022-02-15,629682.7353706195,1228833.1676533322,1113802.0093840666,1037116.161765227,1243726.17565095,1446122.6455814121
2022-02-16,653406.8228091007,1253127.838412812,1111452.6678640393,1032167.0469531164,1264385.2501937647,1458733.2476244047
2022-02-17,676414.7887268662,1252330.942374961,1113695.7179042643,1038092.1021873099,1271403.4761637338,1455199.2864678488
2022-02-18,688404.3251723769,1264026.6328912226,1115792.5813028836,1038032.7329264907,1295144.096560097,1471371.3443881625
2022-02-21,692523.7774687589,1263054.5977461042,1112949.7397607395,1038158.2534088893,1304701.6619010232,1484133.2413648064
2022-02-22,686288.6896215214,1257939.94286974,1106734.409344389,1034560.5538134166,1295220.2422449095,1466968.3172387485
2022-02-23,674342.0848358003,1266114.935460031,1110962.4307226958,1039730.1013786288,1282511.2197898824,1480932.3620639856
2022-02-24,671981.9147340433,1262300.9246209743,1101564.8777421776,1037341.2112224704,1248493.5309378717,1452980.7464400136
2022-02-25,652241.5836239901,1248214.6179514348,1087387.6844557594,1033181.2065485669,1238386.3645512608,1462199.8280107134
2022-02-28,650052.6066317341,1249397.9439070346,1086085.983197061,1031981.8084250593,1236569.7517724948,1461533.6532890594
2022-03-01,658391.8030588592,1259990.098011048,1101646.5607989922,1043837.4389965881,1238024.0525733791,1472364.7379853472
2022-03-02,660492.8693105327,1260726.9761273388,1099132.5076653378,1048640.2360135086,1233061.9461571842,1472316.1652651117
2022-03-03,665180.9022572391,1259433.5159184302,1096964.683749101,1049941.740740433,1225143.0944092718,1468701.8146466722
2022-03-04,668816.6284661468,1253748.4818179035,1086362.7127089559,1044489.4796525884,1206264.302593052,1452850.135165187
2022-03-07,678307.0900400163,1252111.6965701724,1083008.286488273,1039990.1103909378,1199438.94658944,1424932.4390260645
2022-03-08,670163.0184011349,1249701.0158485281,1076304.5668000064,1028882.0305215516,1149481.9073677226,1385291.2626964827
2022-03-09,653841.6647384632,1254020.213550007,1072925.5162137037,1025090.743708873,1144300.972158842,1365136.6916528344
2022-03-10,677767.8157338002,1269352.7884118161,1090850.9175655087,1031113.7087286699,1202901.1108499835,1391993.7962692436
2022-03-11,667931.7792865989,1268502.1390343388,1091094.4722782634,1028500.4472385003,1193903.1272916486,1398705.7236086936
2022-03-14,637527.6892388725,1254703.1358202258,1072091.6692913782,1017075.435542669,1174426.1123706133,1358485.2298405538
2022-03-15,637907.0390984424,1240720.450599514,1066251.9752142096,999118.0169718318,1153975.5627472189,1291409.2887326505
2022-03-16,644909.5789580055,1251516.5653320206,1070160.867529596,999437.6358708435,1177071.447938384,1337170.5338526426
2022-03-17,637306.0175750854,1250482.6237668248,1065137.87496722,999054.9216254828,1163943.3111102597,1365772.4371081933
2022-03-18,626986.9864484853,1264621.7294218475,1071046.5860974982,1006067.9716872427,1181658.749976747,1383042.6091935893
2022-03-21,641381.168552246,1273879.4210394863,1089513.123351393,1013561.799901009,1235372.8926342623,1394120.5416364614
2022-03-22,639618.5965155844,1281734.8590285603,1095827.4756258954,1021040.2709161767,1265908.8124276767,1394022.5466820225
2022-03-23,626487.1088444436,1289367.7288369474,1100007.644348351,1028087.0634578096,1294507.5428148033,1405856.1480598068
2022-03-24,625401.8369583354,1296153.463487681,1103294.1069839036,1034606.0634424479,1311706.9786548119,1396555.404267353
2022-03-25,635538.7032255519,1305931.4632999566,1104862.3999660108,1038483.2112645238,1320859.4178484268,1386810.1707114133
2022-03-28,618027.3967159158,1299053.3138595077,1092221.4081298837,1038973.7668670258,1277092.3282585612,1377685.772373344
2022-03-29,595721.5855308049,1301137.3837842094,1078188.606856202,1038906.3993178156,1266992.3335791733,1369745.978030073
2022-03-30,601818.2107382702,1301550.4169914052,1089863.1108009412,1040078.596377351,1324255.8671012935,1394820.482014976
2022-03-31,615810.6664431876,1301550.4169914052,1087166.3382411874,1036940.2441828065,1365940.6487221878,1387014.838015219
2022-04-01,611539.6549624465,1301423.5158257487,1078954.6380713326,1035593.5812292201,1341596.2905979077,1390659.091067921
2022-04-06,642321.5641206014,1292352.1263936143,1059977.2226431156,1035492.6108550503,1363045.1974008088,1405234.3852297296
2022-04-07,637526.0638133207,1292120.8477761035,1055801.2468275884,1034113.4707349907,1340159.9129280832,1381816.9723475077
2022-04-08,666919.0255247803,1292155.8229599532,1052916.0979769733,1034141.4621638283,1343974.8551879935,1379583.6937501556
2022-04-11,694353.6091086345,1289657.338103014,1050195.6092165497,1032242.5120002937,1359658.2800235548,1344920.4628494882
2022-04-12,680176.8779646632,1292406.0687425402,1054627.4871006743,1034687.4870349008,1328137.945702132,1372696.2880835352
2022-04-13,676585.4393432337,1286661.7584589059,1043267.245444148,1032556.4742664989,1357264.9652654375,1355453.1598405442
2022-04-14,700174.9777588636,1283477.2362821067,1041193.3449570256,1031781.6069506148,1408120.6597660931,1370765.6997511908
2022-04-15,694840.5144564157,1282740.1553242211,1041234.2367979762,1031822.1291548447,1373025.6242211368,1353752.3628203731
2022-04-18,684990.6440172356,1286134.4562683313,1042789.0905626863,1033362.9280119407,1270803.8833659936,1356233.381047578
2022-04-19,644746.2532906459,1288293.8799719047,1033217.963798479,1023878.3182601279,1201407.5588032142,1356281.1527478918
2022-04-20,624044.7716069898,1284619.1022866555,1025846.2927502322,1016573.2825173329,1170505.3190851903,1337411.1063356558
2022-04-21,600412.0214656121,1242374.256250603,1002813.4432235528,993748.6355750595,1162942.2401793818,1298271.3102133316
2022-04-22,594702.043275497,1235157.45339839,1000390.050631017,991347.1489390667,1134089.0336414068,1293447.0105108053
2022-04-25,595024.8514055007,1216981.0638908844,1008188.3695855651,999023.681655801,1110219.5673622335,1210770.7107558274
2022-04-26,598152.8966122131,1232291.5815426297,1016462.0910168999,1005486.3148088185,1101017.80837823,1183363.0624137148
2022-04-27,603591.747331767,1228651.079310772,1024590.2590396153,1010409.6950780972,1105275.61823589,1219351.6501755582
2022-04-28,610308.4262823553,1208789.6411268953,1042549.0697335959,1016240.0496941439,1123953.4090257287,1207789.1889279806
2022-04-29,623643.174709711,1252977.1583033593,1048895.1316880498,1016783.1523387432,1154687.3921439117,1252394.0565320652
2022-05-05,610131.8695174376,1275528.773422921,1040673.3498999515,1015706.6649529843,1148605.3639071092,1265387.4412414304
2022-05-06,599628.5174048069,1272323.726533663,1036466.3351801492,1013278.4811709487,1144806.3053665715,1239516.7842098267
2022-05-09,603035.9820195214,1272821.6151263611,1044455.4870872116,1013674.9995934857,1164836.4825819267,1250672.8998594405
2022-05-10,626672.5046611392,1278363.370212026,1067383.6031850001,1018038.8209451949,1189495.1088479587,1268126.7151254623
2022-05-11,633548.5368708874,1276556.233766916,1084604.1142328274,1017319.2543889497,1233509.3175535975,1279786.7181933292
2022-05-12,613779.034628179,1274313.861961549,1084494.1892018714,1016376.2028409558,1213858.886834383,1285817.0302003971
2022-05-13,598257.5451103426,1273404.1922836339,1065534.3512534027,1016376.2028409558,1184283.9959398538,1294871.358301707
2022-05-16,614714.6040691716,1270259.5700473583,1065402.0198499744,1016277.1061611788,1184449.873558161,1293330.5277961125
2022-05-17,593355.5398085869,1265216.0978171367,1046057.4453405096,1016128.1850970293,1160269.9555346302,1297020.6788828573
2022-05-18,574135.1392028007,1267227.4701179331,1038160.9412043376,1012400.511014765,1144118.3019027389,1300936.899910304
2022-05-19,583627.3025338558,1269819.58387288,1046157.2304360057,1014297.2346838355,1137906.4989430874,1307328.870993855
2022-05-20,573151.286428821,1265313.2344959958,1033898.9290023893,1012067.0589374015,1156968.0941766931,1324797.4835728286
2022-05-23,577247.8189135384,1261411.6524417098,1035854.5527610268,1013880.7414552994,1147259.9941771799,1331304.2627847246
2022-05-24,545172.4717924447,1250539.4636522417,1017169.0410445906,1000229.9399346749,1114076.465929828,1283332.4457353659
2022-05-25,553348.6411775241,1252393.3058275958,1028135.7393330137,1000132.4175155313,1113534.426512347,1305483.1651137236
2022-05-26,561247.5842142503,1259363.776413162,1030901.835527422,1002764.4331093826,1132177.3602167699,1310363.7127508633
2022-05-27,564312.8290534266,1260678.7788330344,1045752.16259935,1010737.3317639917,1165680.2299139793,1309814.7759495918
2022-05-30,560233.0275339655,1263680.7525363802,1046200.0088755313,1014628.4620371648,1178022.5659521061,1317452.7142123778
2022-05-31,560955.7645040043,1267613.9374545938,1028762.5938932486,1008241.1904046856,1201194.5039396507,1331719.8090007177
2022-06-01,551424.6176678006,1261627.2925571087,1022554.8264625665,999743.208368712,1180384.618540272,1331202.562241203
2022-06-02,540039.549232196,1258003.9636222792,1022008.0769371253,998872.151387681,1161790.4292923233,1336280.1097589005
2022-06-06,558447.6589903461,1261293.4110234545,1023055.55936533,1000530.7464371058,1181544.085952306,1352108.2272627153
2022-06-07,555747.1089117632,1258247.2351675462,1019271.6459590688,997604.0865422667,1203887.4434653185,1353792.2602932747
2022-06-08,555291.9710298657,1257072.9376133783,1018339.2460482101,995357.923883656,1227792.5935203566,1357728.748168554
2022-06-09,544296.1873077842,1260888.0633737384,1022425.6512226327,996526.1865882517,1202973.2539533295,1335954.3179249656
2022-06-10,560797.7228435838,1267069.580000873,1023234.6240497691,996394.1519495102,1229507.0875601068,1355749.0258908097
2022-06-13,575743.5929741617,1262375.3770442847,1018372.2166357108,997069.8854574949,1226850.5709559957,1354660.0923908353
2022-06-14,584996.4503535744,1262804.7459670235,1026785.2161021373,1000654.9027072517,1219731.7520177728,1357343.3526848878
2022-06-15,566819.3295253445,1260156.628869995,1022642.8046231822,996667.913400735,1227500.1844178392,1366890.275835812
2022-06-16,572602.7455024316,1260033.0668470128,1016041.159137802,995369.5284170815,1233468.038087798,1372389.4564322352
2022-06-17,578595.6114438929,1261794.9223596083,1016361.1586333639,996152.2900474158,1240574.546561529,1379229.832957622
2022-06-20,564781.3634616758,1266585.93133624,1016722.8512691602,997710.5537216192,1276647.7020473608,1390555.4464501939
2022-06-21,557809.1897859696,1272111.630689986,1015939.9539935768,998279.1822061336,1249946.5217193284,1391389.9573564907
2022-06-22,553147.8547961834,1262696.5839920598,1013049.757276814,999012.570241784,1246067.8897185528,1376216.1985112608
2022-06-23,576787.693181068,1259992.7425157267,1028931.398779963,1011186.8332413913,1287031.8341696926,1398275.5101227588
2022-06-24,539642.965223507,1253232.9172800558,1008879.7942617697,996452.8623860615,1220299.6428553278,1407865.6563455265
2022-06-27,554262.3592145321,1259038.3618897006,1021511.5323485984,1002853.9896347524,1243744.3235967983,1426153.6428945381
2022-06-28,567968.7603901624,1256766.6638371048,1029275.0483151433,1003333.1117087227,1289125.662722918,1447277.5828619841
2022-06-29,545052.0056567446,1264582.2188486003,1022314.0443620703,993101.9578065128,1240541.6145088251,1417710.5872441656
2022-06-30,558121.4821237107,1257423.0522897763,1017988.6803578124,997606.1628724749,1264216.8555256075,1437221.992489826
2022-07-01,573729.0862045254,1238140.253192288,1021098.9878620703,996401.6468605024,1285965.381030171,1432016.1418715399
2022-07-04,565113.1163921381,1229372.7070981464,1012881.8544188491,997554.0108254317,1271075.0042688232,1432171.9790432935
2022-07-05,565728.1263201791,1220285.3200456372,1025229.2816886075,993260.84706466,1267952.0055364054,1423584.6148694204
2022-07-06,557466.0508997167,1207448.165463729,1016875.2661782905,989689.8882753594,1249979.3866500447,1405116.3789567896
2022-07-07,562333.4925510868,1204141.4880407813,1024070.7195859987,991485.0323908563,1254724.8023174491,1409106.0034288329
2022-07-08,543177.1691422558,1206479.2758914211,1017940.1806782952,985684.4127134304,1244601.3334044553,1407833.7566353604
2022-07-11,534090.0054214059,1195988.5796203888,1008709.8985135511,983254.6320552644,1239301.2385901543,1390912.8108057089
2022-07-12,527095.4330859893,1190960.2269104207,1029489.138428895,987207.006678706,1186602.7120561649,1374735.0386447585
2022-07-13,528981.3504497178,1201017.338133869,1023126.3186381425,986215.9627199477,1190623.6440450598,1381806.2630518125
2022-07-14,535100.238481817,1192100.2640470804,1015503.8763852891,986897.1434831752,1205005.5771359736,1379960.8943587122
2022-07-15,533099.1878350604,1169102.789671948,999648.4910460996,982031.5809560376,1174350.0706856486,1344120.201252229
2022-07-18,532353.2495858059,1187276.6554113438,1000922.8304822772,981347.8056509952,1227758.5202334078,1372705.6184348788
2022-07-19,531563.3800898978,1185835.8866988695,1008352.3384154056,983455.8594443466,1256038.6318771115,1382730.5090871972
2022-07-20,533349.6787372928,1181233.4359099825,1015815.9292428782,983200.214092733,1264867.256290568,1398025.9700612547
2022-07-21,536674.0404570238,1169496.9327445785,1009779.0207549994,980769.3201976281,1241562.0185344412,1387965.5291951033
2022-07-22,542035.6796633118,1165722.4445150336,1004582.7585152702,980174.0625407991,1220777.503375287,1386245.1672532004
2022-07-25,535292.718410548,1172866.2227735706,1001217.5096332263,978907.5332371284,1196174.981138572,1378937.1160825645
2022-07-26,554767.7513873439,1206327.1244106938,1008797.2172504225,980070.0438992245,1186727.4257774164,1396807.3048898526
