pool_name,asset_count,system,cum_return,max_drawdown,sharpe_ratio,calmar_ratio,total_trades
Full 49 Sector Leaders,49,System 4 (ML+ATR+BBL+TOCE),0.36734761420116424,-0.21069877530124392,0.40142350544224004,0.3190115029843519,285
Full 49 Sector Leaders,49,System 5 (Full ARMS),0.009939688021804338,-0.1661200736395773,-0.26932846473474675,0.012392122606953049,587
11 ETFs Sub-pool,11,System 4 (ML+ATR+BBL+TOCE),-0.07285476711522021,-0.09598787315335884,-1.133398193788124,-0.16257405780923115,91
11 ETFs Sub-pool,11,System 5 (Full ARMS),-0.03377301074252115,-0.052783363734051195,-1.6226888639552421,-0.13485263656553698,113
38 Pure Equities Sub-pool,38,System 4 (ML+ATR+BBL+TOCE),0.279423940831631,-0.24137865456714544,0.28428622997888486,0.21778603580712627,277
38 Pure Equities Sub-pool,38,System 5 (Full ARMS),0.07928163483748762,-0.14544254788681052,-0.06408671553262105,0.10993996131309068,551
